Me First	Normal	Status	0	0	20	User copies the opponent's attack with 1.5× power.	0
Mean Look	Normal	Status	0	0	5	Opponent cannot flee or switch.	0
Meditate	Psychic	Status	0	0	40	Raises user's Attack.	0
Mega Drain	Grass	Special	40	100	15	User recovers half the HP inflicted on opponent.	0
Mega Kick	Normal	Physical	120	75	5		0
Mega Punch	Normal	Physical	80	85	20		0
Megahorn	Bug	Physical	120	85	10		0
Memento	Dark	Status	0	100	10	User faints, sharply lowers opponent's Attack and Special Attack.	0
Menacing Moonraze Maelstrom	Ghost	Special	200	0	1	Lunala-exclusive Z-Move.	0
Metal Burst	Steel	Physical	0	100	10	Deals damage equal to 1.5x opponent's attack.	0
Metal Claw	Steel	Physical	50	95	35	May raise user's Attack.	10
Metal Sound	Steel	Status	0	85	40	Sharply lowers opponent's Special Defense.	0
Meteor Mash	Steel	Physical	90	90	10	May raise user's Attack.	20
Metronome	Normal	Status	0	0	10	User performs almost any move in the game at random.	0
Milk Drink	Normal	Status	0	0	10	User recovers half its max HP.	0
Mimic	Normal	Status	0	0	10	Copies the opponent's last move.	0
Mind Blown	Fire	Special	150	100	5	User receives recoil damage.	0
Mind Reader	Normal	Status	0	0	5	User's next attack is guaranteed to hit.	0
Minimize	Normal	Status	0	0	10	Sharply raises user's Evasiveness.	0
Miracle Eye	Psychic	Status	0	0	40	Resets opponent's Evasiveness, removes Dark's Psychic immunity.	0
Mirror Coat	Psychic	Special	0	100	20	When hit by a Special Attack, user strikes back with 2x power.	0
Mirror Move	Flying	Status	0	0	20	User performs the opponent's last move.	0
Mirror Shot	Steel	Special	65	85	10	May lower opponent's Accuracy.	30
Mist	Ice	Status	0	0	30	User's stats cannot be changed for a period of time.	0
Mist Ball	Psychic	Special	70	100	5	May lower opponent's Special Attack.	50
Misty Terrain	Fairy	Status	0	0	10	Protects the field from status conditions for 5 turns.	0
Moonblast	Fairy	Special	95	100	15	May lower opponent's Special Attack.	30
Moongeist Beam	Ghost	Special	100	100	5	Ignores the target's ability.	0
Moonlight	Fairy	Status	0	0	5	User recovers HP. Amount varies with the weather.	0
Morning Sun	Normal	Status	0	0	5	User recovers HP. Amount varies with the weather.	0
Mud Bomb	Ground	Special	65	85	10	May lower opponent's Accuracy.	30
Mud Shot	Ground	Special	55	95	15	Lowers opponent's Speed.	100
Mud Sport	Ground	Status	0	0	15	Weakens the power of Electric-type moves.	0
Mud-Slap	Ground	Special	20	100	10	Lowers opponent's Accuracy.	100
Muddy Water	Water	Special	90	85	10	May lower opponent's Accuracy.	30
Multi-Attack	Normal	Physical	90	100	10	Type matches user's current type.	0
Mystical Fire	Fire	Special	75	100	10	Lowers opponent's Special Attack.	100
Nasty Plot	Dark	Status	0	0	20	Sharply raises user's Special Attack.	0
Natural Gift	Normal	Physical	0	100	15	Power and type depend on the user's held berry.	0
Nature Power	Normal	Status	0	0	20	Uses a certain move based on the current terrain.	0
Nature's Madness	Fairy	Special	0	90	10	Halves the foe's HP.	0
Needle Arm	Grass	Physical	60	100	15	May cause flinching.	30
Never-Ending Nightmare	Ghost	Special	0	0	1	Ghost type Z-Move.	0
Night Daze	Dark	Special	85	95	10	May lower opponent's Accuracy.	40
Night Shade	Ghost	Special	0	100	15	Inflicts damage equal to user's level.	0
Night Slash	Dark	Physical	70	100	15	High critical hit ratio.	0
Nightmare	Ghost	Status	0	100	15	The sleeping opponent loses 25% of its max HP each turn.	0
Noble Roar	Normal	Status	0	100	30	Lowers opponent's Attack and Special Attack.	0
Nuzzle	Electric	Physical	20	100	20	Paralyzes opponent.	100
Oblivion Wing	Flying	Special	80	100	10	User recovers most of the HP inflicted on opponent.	0
Oceanic Operetta	Water	Special	195	0	1	Primarina-exclusive Z-Move.	0
Octazooka	Water	Special	65	85	10	May lower opponent's Accuracy.	50
Odor Sleuth	Normal	Status	0	0	40	Resets opponent's Evasiveness, Normal-type and Fighting-type attacks can now hit Ghosts, and Ghost-type attacks hit Normal.	0
Ominous Wind	Ghost	Special	60	100	5	May raise all user's stats at once.	10
Origin Pulse	Water	Special	110	85	10	Hits all adjacent opponents.	0
Outrage	Dragon	Physical	120	100	10	User attacks for 2-3 turns but then becomes confused.	0
Overheat	Fire	Special	130	90	5	Sharply lowers user's Special Attack.	0
Pain Split	Normal	Status	0	0	20	The user's and opponent's HP becomes the average of both.	0
Parabolic Charge	Electric	Special	65	100	20	User recovers half the HP inflicted on opponent.	0
Parting Shot	Dark	Status	0	100	20	Lowers opponent's Attack and Special Attack then switches out. 	0
Pay Day	Normal	Physical	40	100	20	A small amount of money is gained after the battle resolves.	0
Payback	Dark	Physical	50	100	10	Power doubles if the user was attacked first.	0
Peck	Flying	Physical	35	100	35		0
Perish Song	Normal	Status	0	0	5	Any Pokémon in play when this attack is used faints in 3 turns.	0
Petal Blizzard	Grass	Physical	90	100	15	Hits all adjacent Pokémon.	0
Petal Dance	Grass	Special	120	100	10	User attacks for 2-3 turns but then becomes confused.	0
Phantom Force	Ghost	Physical	90	100	10	Disappears on first turn, attacks on second. Can strike through Protect/Detect.	0
Photon Geyser	Psychic	Special	100	100	5	Uses Attack or Special Attack stat, whichever is higher.	0
Pika Papow	Electric	Special	0	∞	20	Power increases when player's bond is stronger.	0
Pin Missile	Bug	Physical	25	95	20	Hits 2-5 times in one turn.	0
Plasma Fists	Electric	Physical	100	100	15	Changes Normal-type moves to Electric-type moves.	0
Play Nice	Normal	Status	0	0	20	Lowers opponent's Attack. Always hits.	0
Play Rough	Fairy	Physical	90	90	10	May lower opponent's Attack.	10
Pluck	Flying	Physical	60	100	20	If the opponent is holding a berry, its effect is stolen by user.	0
Poison Fang	Poison	Physical	50	100	15	May badly poison opponent.	50
Poison Gas	Poison	Status	0	90	40	Poisons opponent.	0
Poison Jab	Poison	Physical	80	100	20	May poison the opponent.	30
Poison Powder	Poison	Status	0	75	35	Poisons opponent.	0
Poison Sting	Poison	Physical	15	100	35	May poison the opponent.	30
Poison Tail	Poison	Physical	50	100	25	High critical hit ratio. May poison opponent.	10
Pollen Puff	Bug	Special	90	100	15	The user attacks the enemy with a pollen puff that explodes. If the target is an ally, it gives the ally a pollen puff that restores its HP instead.	0
Pound	Normal	Physical	40	100	35		0
Powder	Bug	Status	0	100	20	Damages Pokémon using Fire type moves.	0
Powder Snow	Ice	Special	40	100	25	May freeze opponent.	10
Power Gem	Rock	Special	80	100	20		0
Power Split	Psychic	Status	0	0	10	Averages Attack and Special Attack with the target.	0
Power Swap	Psychic	Status	0	0	10	User and opponent swap Attack and Special Attack.	0
Power Trick	Psychic	Status	0	0	10	User's own Attack and Defense switch.	0
Power Trip	Dark	Physical	20	100	10	The user boasts its strength and attacks the target. The more the user's stats are raised, the greater the move's power.	0
Power Whip	Grass	Physical	120	85	10		0
Power-Up Punch	Fighting	Physical	40	100	10	Raises Attack.	100
Precipice Blades	Ground	Physical	120	85	10	Hits all adjacent opponents.	0
Present	Normal	Physical	0	90	15	Either deals damage or heals.	0
Prismatic Laser	Psychic	Special	160	100	10	The user shoots powerful lasers using the power of a prism. The user can't move on the next turn.	0
Protect	Normal	Status	0	0	10	Protects the user, but may fail if used consecutively.	0
Psybeam	Psychic	Special	65	100	20	May confuse opponent.	10
Psych Up	Normal	Status	0	0	10	Copies the opponent's stat changes.	0
Psychic	Psychic	Special	90	100	10	May lower opponent's Special Defense.	10
Psychic Fangs	Psychic	Physical	85	100	10	The user bites the target with its psychic capabilities. This can also destroy Light Screen and Reflect.	0
Psychic Terrain	Psychic	Status	0	0	10	Prevents priority moves from being used for 5 turns.	0
Psycho Boost	Psychic	Special	140	90	5	Sharply lowers user's Special Attack.	0
Psycho Cut	Psychic	Physical	70	100	20	High critical hit ratio.	0
Psycho Shift	Psychic	Status	0	90	10	Gives the opponent the user's status condition, if it hits.	0
Psyshock	Psychic	Special	80	100	10	Inflicts damage based on the target's Defense, not Special Defense.	0
Psystrike	Psychic	Special	100	100	10	Inflicts damage based on the target's Defense, not Special Defense.	0
Psywave	Psychic	Special	0	80	15	Inflicts damage 50-150% of user's level.	0
Pulverizing Pancake	Normal	Physical	210	0	1	Snorlax-exclusive Normal type Z-Move.	0
Punishment	Dark	Physical	0	100	5	Power increases when opponent's stats have been raised.	0
Purify	Poison	Status	0	0	20	The user heals the target's status condition. If the move succeeds, it also restores the user's own HP.	0
Pursuit	Dark	Physical	40	100	20	Double power if the opponent is switching out.	0
Quash	Dark	Status	0	100	15	Makes the target act last this turn.	0
Quick Attack	Normal	Physical	40	100	30	User attacks first.	0
Quick Guard	Fighting	Status	0	0	15	Protects the user's team from high-priority moves.	0
Quiver Dance	Bug	Status	0	0	20	Raises user's Special Attack, Special Defense and Speed.	0
Rage	Normal	Physical	20	100	20	Raises user's Attack when hit.	0
Rage Powder	Bug	Status	0	0	20	Forces attacks to hit user, not team-mates.	0
Rain Dance	Water	Status	0	0	5	Makes it rain for 5 turns.	0
Rapid Spin	Normal	Physical	20	100	40	Removes effects of trap moves.	0
Razor Leaf	Grass	Physical	55	95	25	High critical hit ratio.	0
Razor Shell	Water	Physical	75	95	10	May lower opponent's Defense.	50
Razor Wind	Normal	Special	80	100	10	Charges on first turn, attacks on second. High critical hit ratio.	0
Recover	Normal	Status	0	0	10	User recovers half its max HP.	0
Recycle	Normal	Status	0	0	10	User's used hold item is restored.	0
Reflect	Psychic	Status	0	0	20	Halves damage from Physical attacks for 5 turns.	0
Reflect Type	Normal	Status	0	0	15	User becomes the target's type.	0
Refresh	Normal	Status	0	0	20	Cures paralysis, poison, and burns.	0
Relic Song	Normal	Special	75	100	10	May put the target to sleep.	10
Rest	Psychic	Status	0	0	10	User sleeps for 2 turns, but user is fully healed.	0
Retaliate	Normal	Physical	70	100	5	Inflicts double damage if a teammate fainted on the last turn.	0
Return	Normal	Physical	0	100	20	Power increases with higher Friendship.	0
Revelation Dance	Normal	Special	90	100	15	Type changes based on Oricorio's form.	0
Revenge	Fighting	Physical	60	100	10	Power increases if user was hit first.	0
Reversal	Fighting	Physical	0	100	15	The lower the user's HP, the higher the power.	0
Roar	Normal	Status	0	0	20	In battles, the opponent switches. In the wild, the Pokémon runs.	0
Roar of Time	Dragon	Special	150	90	5	User must recharge next turn.	0
Rock Blast	Rock	Physical	25	90	10	Hits 2-5 times in one turn.	0
Rock Climb	Normal	Physical	90	85	20	May confuse opponent.	20
Rock Polish	Rock	Status	0	0	20	Sharply raises user's Speed.	0
Rock Slide	Rock	Physical	75	90	10	May cause flinching.	30
Rock Smash	Fighting	Physical	40	100	15	May lower opponent's Defense.	50
Rock Throw	Rock	Physical	50	90	15		0
Rock Tomb	Rock	Physical	60	95	15	Lowers opponent's Speed.	100
Rock Wrecker	Rock	Physical	150	90	5	User must recharge next turn.	0
Role Play	Psychic	Status	0	0	15	User copies the opponent's Ability.	0
Rolling Kick	Fighting	Physical	60	85	15	May cause flinching.	30
Rollout	Rock	Physical	30	90	20	Doubles in power each turn for 5 turns.	0
Roost	Flying	Status	0	0	10	User recovers half of its max HP and loses the Flying type temporarily.	0
Rototiller	Ground	Status	0	0	10	Raises Attack and Special Attack of Grass-types.	0
Round	Normal	Special	60	100	15	Power increases if teammates use it in the same turn.	0
Sacred Fire	Fire	Physical	100	95	5	May burn opponent.	50
Sacred Sword	Fighting	Physical	90	100	20	Ignores opponent's stat changes.	0
Safeguard	Normal	Status	0	0	25	The user's party is protected from status conditions.	0
Sand Attack	Ground	Status	0	100	15	Lowers opponent's Accuracy.	0
Sand Tomb	Ground	Physical	35	85	15	Traps opponent, damaging them for 4-5 turns.	0
Sandstorm	Rock	Status	0	0	10	Creates a sandstorm for 5 turns.	0
Sappy Seed	Grass	Physical	90	100	15	Drains HP from opponent each turn.	100
Savage Spin-Out	Bug	Special	0	0	1	Bug type Z-Move.	0
Scald	Water	Special	80	100	15	May burn opponent.	30
Scary Face	Normal	Status	0	100	10	Sharply lowers opponent's Speed.	0
Scratch	Normal	Physical	40	100	35		0
Screech	Normal	Status	0	85	40	Sharply lowers opponent's Defense.	0
Searing Shot	Fire	Special	100	100	5	May burn opponent.	30
Searing Sunraze Smash	Steel	Physical	200	0	1	Solgaleo-exclusive Z-Move.	0
Secret Power	Normal	Physical	70	100	20	Effects of the attack vary with the location.	30
Secret Sword	Fighting	Special	85	100	10	Inflicts damage based on the target's Defense, not Special Defense.	0
Seed Bomb	Grass	Physical	80	100	15		0
Seed Flare	Grass	Special	120	85	5	May lower opponent's Special Defense.	40
Seismic Toss	Fighting	Physical	0	100	20	Inflicts damage equal to user's level.	0
Self-Destruct	Normal	Physical	200	100	5	User faints.	0
Shadow Ball	Ghost	Special	80	100	15	May lower opponent's Special Defense.	20
Shadow Bone	Ghost	Physical	85	100	10	The user attacks by beating the target with a bone that contains a spirit. This may also lower the target's Defense stat.	0
Shadow Claw	Ghost	Physical	70	100	15	High critical hit ratio.	0
Shadow Force	Ghost	Physical	120	100	5	Disappears on first turn, attacks on second. Can strike through Protect/Detect.	0
Shadow Punch	Ghost	Physical	60	∞	20	Ignores Accuracy and Evasiveness.	0
Shadow Sneak	Ghost	Physical	40	100	30	User attacks first.	0
Sharpen	Normal	Status	0	0	30	Raises user's Attack.	0
Shattered Psyche	Psychic	Special	0	0	1	Psychic type Z-Move.	0
Sheer Cold	Ice	Special	0	0	5	One-Hit-KO, if it hits.	0
Shell Smash	Normal	Status	0	0	15	Sharply raises user's Attack, Special Attack and Speed but lowers Defense and Special Defense.	0
Shell Trap	Fire	Special	150	100	5	Deals more damage to opponent if hit by a Physical move.	0
Shift Gear	Steel	Status	0	0	10	Raises user's Attack and sharply raises Speed.	0
Shock Wave	Electric	Special	60	∞	20	Ignores Accuracy and Evasiveness.	0
Shore Up	Ground	Status	0	0	10	The user regains up to half of its max HP. It restores more HP in a sandstorm.	0
Signal Beam	Bug	Special	75	100	15	May confuse opponent.	10
Silver Wind	Bug	Special	60	100	5	May raise all stats of user at once.	10
Simple Beam	Normal	Status	0	100	15	Changes target's ability to Simple.	0
Sing	Normal	Status	0	55	15	Puts opponent to sleep.	100
Sinister Arrow Raid	Ghost	Physical	180	0	1	Decidueye-exclusive Z-Move.	0
Sizzly Slide	Fire	Physical	90	100	15	Burns the opponent.	0
Sketch	Normal	Status	0	0	1	Permanently copies the opponent's last move.	0
Skill Swap	Psychic	Status	0	0	10	The user swaps Abilities with the opponent.	0
Skull Bash	Normal	Physical	130	100	10	Raises Defense on first turn, attacks on second.	100
Sky Attack	Flying	Physical	140	90	5	Charges on first turn, attacks on second. May cause flinching.	30
Sky Drop	Flying	Physical	60	100	10	Takes opponent into the air on first turn, drops them on second turn.	0
Sky Uppercut	Fighting	Physical	85	90	15	Hits the opponent, even during Fly.	0
Slack Off	Normal	Status	0	0	10	User recovers half its max HP.	0
Slam	Normal	Physical	80	75	20		0
Slash	Normal	Physical	70	100	20	High critical hit ratio.	0
Sleep Powder	Grass	Status	0	75	15	Puts opponent to sleep.	0
Sleep Talk	Normal	Status	0	0	10	User performs one of its own moves while sleeping.	0
Sludge	Poison	Special	65	100	20	May poison opponent.	30
Sludge Bomb	Poison	Special	90	100	10	May poison opponent.	30
Sludge Wave	Poison	Special	95	100	10	May poison opponent.	10
Smack Down	Rock	Physical	50	100	15	Makes Flying-type Pokémon vulnerable to Ground moves.	0
Smart Strike	Steel	Physical	70	0	10	The user stabs the target with a sharp horn. This attack never misses.	0
Smelling Salts	Normal	Physical	70	100	10	Power doubles if opponent is paralyzed, but cures it.	0
Smog	Poison	Special	30	70	20	May poison opponent.	40
Smokescreen	Normal	Status	0	100	20	Lowers opponent's Accuracy.	0
Snarl	Dark	Special	55	95	15	Lowers opponent's Special Attack.	100
Snatch	Dark	Status	0	0	10	Steals the effects of the opponent's next move.	0
Snore	Normal	Special	50	100	15	Can only be used if asleep. May cause flinching.	30
Soak	Water	Status	0	100	20	Changes the target's type to water.	0
Soft-Boiled	Normal	Status	0	0	10	User recovers half its max HP.	0
Solar Beam	Grass	Special	120	100	10	Charges on first turn, attacks on second.	0
Solar Blade	Grass	Physical	125	100	10	Charges on first turn, attacks on second.	0
Sonic Boom	Normal	Special	0	90	20	Always inflicts 20 HP.	0
Soul-Stealing 7-Star Strike	Ghost	Physical	195	0	1	Marshadow-exclusive Z-Move.	0
Spacial Rend	Dragon	Special	100	95	5	High critical hit ratio.	0
Spark	Electric	Physical	65	100	20	May paralyze opponent.	30
Sparkling Aria	Water	Special	90	100	10	Heals the burns of its target.	0
Sparkly Swirl	Fairy	Special	90	100	15	Cures all status problems in the party Pokémon.	0
Spectral Thief	Ghost	Physical	90	100	10	The user hides in the target's shadow, steals the target's stat boosts, and then attacks.	0
Speed Swap	Psychic	Status	0	0	10	The user exchanges Speed stats with the target.	0
Spider Web	Bug	Status	0	0	10	Opponent cannot escape/switch.	0
Spike Cannon	Normal	Physical	20	100	15	Hits 2-5 times in one turn.	0
Spikes	Ground	Status	0	0	20	Hurts opponents when they switch into battle.	0
Spiky Shield	Grass	Status	0	0	10	Protects the user and inflicts damage on contact.	0
Spirit Shackle	Ghost	Physical	80	100	10	Prevents the opponent switching out.	0
Spit Up	Normal	Special	0	100	10	Power depends on how many times the user performed Stockpile.	0
Spite	Ghost	Status	0	100	10	The opponent's last move loses 2-5 PP.	0
Splash	Normal	Status	0	0	40	Doesn't do ANYTHING.	0
Splintered Stormshards	Rock	Physical	190	0	1	Lycanroc-exclusive Z-Move.	0
Splishy Splash	Water	Special	90	100	15	May paralyze opponent.	30
Spore	Grass	Status	0	100	15	Puts opponent to sleep.	100
Spotlight	Normal	Status	0	0	15	The user shines a spotlight on the target so that only the target will be attacked during the turn.	0
Stealth Rock	Rock	Status	0	0	20	Damages opponent switching into battle.	0
Steam Eruption	Water	Special	110	95	5	May burn opponent.	30
Steamroller	Bug	Physical	65	100	20	May cause flinching.	30
Steel Wing	Steel	Physical	70	90	25	May raise user's Defense.	10
Sticky Web	Bug	Status	0	0	20	Lowers opponent's Speed when switching into battle.	0
Stockpile	Normal	Status	0	0	20	Stores energy for use with Spit Up and Swallow.	0
Stoked Sparksurfer	Electric	Special	175	0	1	Alolan Raichu-exclusive Electric type Z-Move.	0
Stomp	Normal	Physical	65	100	20	May cause flinching.	30
Stomping Tantrum	Ground	Physical	75	100	10	Driven by frustration, the user attacks the target. If the user's previous move has failed, the power of this move doubles.	0
Stone Edge	Rock	Physical	100	80	5	High critical hit ratio.	0
Stored Power	Psychic	Special	20	100	10	Power increases when user's stats have been raised.	0
Storm Throw	Fighting	Physical	60	100	10	Always results in a critical hit.	0
Strength	Normal	Physical	80	100	15		0
Strength Sap	Grass	Status	0	100	10	The user restores its HP by the same amount as the target's Attack stat. It also lowers the target's Attack stat.	0
String Shot	Bug	Status	0	95	40	Sharply lowers opponent's Speed.	0
Struggle	Normal	Physical	50	100	—	Only usable when all PP are gone. Hurts the user.	0
Struggle Bug	Bug	Special	50	100	20	Lowers opponent's Special Attack.	100
Stun Spore	Grass	Status	0	75	30	Paralyzes opponent.	0
Submission	Fighting	Physical	80	80	20	User receives recoil damage.	0
Substitute	Normal	Status	0	0	10	Uses HP to creates a decoy that takes hits.	0
Subzero Slammer	Ice	Special	0	0	1	Ice type Z-Move.	0
Sucker Punch	Dark	Physical	70	100	5	User attacks first, but only works if opponent is readying an attack.	0
Sunny Day	Fire	Status	0	0	5	Makes it sunny for 5 turns.	0
Sunsteel Strike	Steel	Physical	100	100	5	Ignores the target's ability.	0
Super Fang	Normal	Physical	0	90	10	Always takes off half of the opponent's HP.	0
Superpower	Fighting	Physical	120	100	5	Lowers user's Attack and Defense.	0
Supersonic	Normal	Status	0	55	20	Confuses opponent.	0
Supersonic Skystrike	Flying	Special	0	0	1	Flying type Z-Move.	0
Surf	Water	Special	90	100	15	Hits all adjacent Pokémon.	0
Swagger	Normal	Status	0	85	15	Opponent becomes confused, but its Attack is sharply raised.	0
Swallow	Normal	Status	0	0	10	The more times the user has performed Stockpile, the more HP is recovered.	0
Sweet Kiss	Fairy	Status	0	75	10	Confuses opponent.	0
Sweet Scent	Normal	Status	0	0	20	Lowers opponent's Evasiveness.	0
Swift	Normal	Special	60	∞	20	Ignores Accuracy and Evasiveness.	0
Switcheroo	Dark	Status	0	100	15	Swaps held items with the opponent.	0
Swords Dance	Normal	Status	0	0	20	Sharply raises user's Attack.	0
Synchronoise	Psychic	Special	120	100	15	Hits any Pokémon that shares a type with the user.	0
Synthesis	Grass	Status	0	0	5	User recovers HP. Amount varies with the weather.	0
Tackle	Normal	Physical	40	100	35		0
Tail Glow	Bug	Status	0	0	20	Drastically raises user's Special Attack.	0
Tail Slap	Normal	Physical	25	85	10	Hits 2-5 times in one turn.	0
Tail Whip	Normal	Status	0	100	30	Lowers opponent's Defense.	0
Tailwind	Flying	Status	0	0	30	Doubles Speed for 4 turns.	0
Take Down	Normal	Physical	90	85	20	User receives recoil damage.	0
Taunt	Dark	Status	0	100	20	Opponent can only use moves that attack.	0
Tearful Look	Normal	Status	0	0	20	The user gets teary eyed to make the target lose its combative spirit. This lowers the target's Attack and Sp. Atk stats.	0
Techno Blast	Normal	Special	120	100	5	Type depends on the Drive being held.	0
Tectonic Rage	Ground	Special	0	0	1	Ground type Z-Move.	0
Teeter Dance	Normal	Status	0	100	20	Confuses all Pokémon.	0
Telekinesis	Psychic	Status	0	0	15	Ignores opponent's Evasiveness for three turns, add Ground immunity.	0
Teleport	Psychic	Status	0	0	20	Allows user to flee wild battles; also warps player to last PokéCenter.	0
Thief	Dark	Physical	60	100	25	Also steals opponent's held item.	0
Thousand Arrows	Ground	Physical	90	100	10	Makes Flying-type Pokémon vulnerable to Ground moves.	0
Thousand Waves	Ground	Physical	90	100	10	Opponent cannot flee or switch.	0
Thrash	Normal	Physical	120	100	10	User attacks for 2-3 turns but then becomes confused.	0
Throat Chop	Dark	Physical	80	100	15	Prevents use of sound moves for two turns.	0
Thunder	Electric	Special	110	70	10	May paralyze opponent.	30
Thunder Fang	Electric	Physical	65	95	15	May cause flinching and/or paralyze opponent.	10
Thunder Punch	Electric	Physical	75	100	15	May paralyze opponent.	10
Thunder Shock	Electric	Special	40	100	30	May paralyze opponent.	10
Thunder Wave	Electric	Status	0	90	20	Paralyzes opponent.	100
Thunderbolt	Electric	Special	90	100	15	May paralyze opponent.	10
Tickle	Normal	Status	0	100	20	Lowers opponent's Attack and Defense.	0
Topsy-Turvy	Dark	Status	0	0	20	Reverses stat changes of opponent.	0
Torment	Dark	Status	0	100	15	Opponent cannot use the same move in a row.	0
Toxic	Poison	Status	0	90	10	Badly poisons opponent.	0
Toxic Spikes	Poison	Status	0	0	20	Poisons opponents when they switch into battle.	0
Toxic Thread	Poison	Status	0	100	20	The user shoots poisonous threads to poison the target and lower the target's Speed stat.	0
Transform	Normal	Status	0	0	10	User takes on the form and attacks of the opponent.	0
Tri Attack	Normal	Special	80	100	10	May paralyze, burn or freeze opponent.	20
Trick	Psychic	Status	0	100	10	Swaps held items with the opponent.	0
Trick Room	Psychic	Status	0	0	5	Slower Pokémon move first in the turn for 5 turns.	0
Trick-or-Treat	Ghost	Status	0	100	20	Adds Ghost type to opponent.	0
Triple Kick	Fighting	Physical	10	90	10	Hits thrice in one turn at increasing power.	0
Trop Kick	Grass	Physical	70	100	15	Lowers opponent's Attack.	0
Trump Card	Normal	Special	0	∞	5	The lower the PP, the higher the power.	0
Twineedle	Bug	Physical	25	100	20	Hits twice in one turn. May poison opponent.	20
Twinkle Tackle	Fairy	Special	0	0	1	Fairy type Z-Move.	0
Twister	Dragon	Special	40	100	20	May cause flinching. Hits Pokémon using Fly/Bounce with double power.	20
U-turn	Bug	Physical	70	100	20	User switches out immediately after attacking.	0
Uproar	Normal	Special	90	100	10	User attacks for 3 turns and prevents sleep.	0
V-create	Fire	Physical	180	95	5	Lowers user's Defense, Special Defense and Speed.	100
Vacuum Wave	Fighting	Special	40	100	30	User attacks first.	0
Veevee Volley	Normal	Physical	0	∞	20	Power increases when player's bond is stronger.	0
Venom Drench	Poison	Status	0	100	20	Lowers poisoned opponent's Special Attack and Speed.	0
Venoshock	Poison	Special	65	100	10	Inflicts double damage if the target is poisoned.	0
Vice Grip	Normal	Physical	55	100	30		0
Vine Whip	Grass	Physical	45	100	25		0
Vital Throw	Fighting	Physical	70	∞	10	User attacks last, but ignores Accuracy and Evasiveness.	0
Volt Switch	Electric	Special	70	100	20	User must switch out after attacking.	0
Volt Tackle	Electric	Physical	120	100	15	User receives recoil damage. May paralyze opponent.	10
Wake-Up Slap	Fighting	Physical	70	100	10	Power doubles if opponent is asleep, but wakes it up.	0
Water Gun	Water	Special	40	100	25		0
Water Pledge	Water	Special	80	100	10	Added effects appear if preceded by Fire Pledge or succeeded by Grass Pledge.	0
Water Pulse	Water	Special	60	100	20	May confuse opponent.	20
Water Shuriken	Water	Special	15	100	20	Hits 2-5 times in one turn.	0
Water Sport	Water	Status	0	0	15	Weakens the power of Fire-type moves.	0
Water Spout	Water	Special	150	100	5	The higher the user's HP, the higher the damage caused.	0
Waterfall	Water	Physical	80	100	15	May cause flinching.	20
Weather Ball	Normal	Special	50	100	10	Move's power and type changes with the weather.	0
Whirlpool	Water	Special	35	85	15	Traps opponent, damaging them for 4-5 turns.	0
Whirlwind	Normal	Status	0	0	20	In battles, the opponent switches. In the wild, the Pokémon runs.	0
Wide Guard	Rock	Status	0	0	10	Protects the user's team from multi-target attacks.	0
Wild Charge	Electric	Physical	90	100	15	User receives recoil damage.	0
Will-O-Wisp	Fire	Status	0	85	15	Burns opponent.	100
Wing Attack	Flying	Physical	60	100	35		0
Wish	Normal	Status	0	0	10	The user recovers HP in the following turn.	0
Withdraw	Water	Status	0	0	40	Raises user's Defense.	0
Wonder Room	Psychic	Status	0	0	10	Swaps every Pokémon's Defense and Special Defense for 5 turns.	0
Wood Hammer	Grass	Physical	120	100	15	User receives recoil damage.	0
Work Up	Normal	Status	0	0	30	Raises user's Attack and Special Attack.	0
Worry Seed	Grass	Status	0	100	10	Changes the opponent's Ability to Insomnia.	0
Wrap	Normal	Physical	15	90	20	Traps opponent, damaging them for 4-5 turns.	0
Wring Out	Normal	Special	0	100	5	The higher the opponent's HP, the higher the damage.	0
X-Scissor	Bug	Physical	80	100	15		0
Yawn	Normal	Status	0	0	10	Puts opponent to sleep in the next turn.	0
Zap Cannon	Electric	Special	120	50	5	Paralyzes opponent.	100
Zen Headbutt	Psychic	Physical	80	90	15	May cause flinching.	20
Zing Zap	Electric	Physical	80	100	10	A strong electric blast crashes down on the target, giving it an electric shock. This may also make the target flinch.	0
Zippy Zap	Electric	Physical	50	100	15	High critical-hit ratio.	0
