Special Sweeper	75	Healthy	0	0	0	0	0	Physical Wall	100	Healthy	0	0	0	0	0	N	5	Y	40	55	30	65	15	75	20	65	20	80	20	80	15	80	15	80	Swap	Physical Attacker
Physical Wall	100	Healthy	0	0	0	0	0	Special Sweeper	75	Healthy	0	0	0	0	0	N	6	N	20	55	20	55	15	80	15	80	40	30	30	40	15	75	20	65	Attack	Offensive Setup
Physical Attacker	80	Healthy	0	0	0	0	0	Physical Wall	100	Healthy	-1	0	1	1	0	N	5	Y	50	45	50	45	50	45	50	45	60	40	60	40	25	75	25	75	Attack	MDM
Physical Wall	100	Healthy	-1	0	1	1	0	Physical Attacker	80	Healthy	0	0	0	0	0	N	6	N	60	20	60	20	25	75	25	75	50	30	50	30	50	45	50	45	Attack	Offensive Setup
Physical Attacker	80	Healthy	0	0	0	0	0	Physical Wall	45	Healthy	-1	0	2	2	0	N	5	N	50	0	50	0	50	0	50	0	75	0	75	0	30	65	30	65	Attack	MDM
Physical Wall	45	Healthy	-1	0	2	2	0	Physical Attacker	80	Healthy	0	0	0	0	0	N	6	Y	75	2	75	2	30	65	30	65	50	30	50	30	50	0	50	0	Swap	SDP
Physical Attacker	80	Healthy	0	0	0	0	0	Special Attacker	85	Healthy	0	0	0	0	0	Y	5	N	80	2	80	2	50	0	50	0	100	0	0	85	15	80	45	50	Swap	Physical Wall
Special Attacker	85	Healthy	0	0	0	0	0	Physical Attacker	80	Healthy	0	0	0	0	0	N	6	Y	100	0	0	80	15	80	45	50	80	0	80	0	50	0	50	0	Attack	MDM
Physical Wall	85	Healthy	0	0	0	0	0	Special Attacker	85	Healthy	0	0	-2	0	0	N	4	N	100	0	75	5	15	25	45	0	40	40	0	85	20	75	65	30	Attack	Offensive Setup
Special Attacker	85	Healthy	0	0	-2	0	0	Physical Wall	85	Healthy	0	0	0	0	0	N	6	Y	40	40	0	85	20	75	65	30	100	0	75	5	15	25	45	0	Swap	SHP
Physical Wall	85	Healthy	1	0	0	0	1	Special Wall	80	Healthy	0	0	0	0	0	N	4	Y	65	10	15	60	45	0	90	0	35	40	35	40	15	80	15	80	Attack	MDM
Special Wall	80	Healthy	0	0	0	0	0	Physical Wall	85	Healthy	1	0	0	0	1	N	6	N	35	50	35	50	15	80	15	80	65	15	15	70	45	0	90	0	Attack	Pure Cripple
Special Wall	80	Healthy	0	0	0	0	0	Physical Wall	85	Healthy	1	0	0	0	1	Y	6	N	35	50	35	50	15	80	15	80	65	15	15	70	45	0	90	0	Swap	Special Attacker
Physical Wall	80	Toxic	1	0	0	0	1	Special Attacker	25	Sleep	0	0	0	0	0	N	4	N	90	0	75	0	25	55	100	0	90	0	50	0	25	45	60	15	Attack	MDM2
Special Attacker	25	Sleep	0	0	0	0	0	Physical Wall	80	Toxic	1	0	0	0	1	Y	5	Y	90	0	50	30	25	45	60	15	90	0	75	5	25	55	100	0	Swap	Physical Wall
Physical Wall	70	Toxic	1	0	0	0	1	Physical Wall	40	Healthy	0	0	0	0	0	N	4	N	100	0	80	0	25	15	70	0	45	0	45	0	20	75	20	75	Attack	MDM
Physical Wall	40	Healthy	0	0	0	0	0	Physical Wall	70	Toxic	1	0	0	0	1	Y	4	Y	45	20	45	20	20	75	20	75	100	0	80	0	25	15	70	0	Swap	Physical Attacker
Physical Wall	50	Toxic	1	0	0	0	1	Physical Attacker	45	Healthy	0	0	0	0	0	Y	4	N	100	0	100	0	25	15	70	0	85	0	85	0	45	55	45	55	Swap	SDP
Physical Attacker	45	Healthy	0	0	0	0	0	Physical Wall	50	Toxic	1	0	0	0	1	N	3	Y	85	0	85	0	45	55	45	55	100	0	100	0	25	15	70	0	Attack	MDM
Physical Wall	90	Healthy	0	0	0	0	0	Physical Attacker	45	Healthy	0	0	0	0	0	N	3	N	100	0	100	0	25	20	25	20	45	2	45	2	45	45	45	45	Attack	MDM
Physical Attacker	45	Healthy	0	0	0	0	0	Physical Wall	90	Healthy	0	0	0	0	0	N	3	Y	45	45	45	45	45	45	45	45	100	0	100	0	25	20	25	20	Swap	SRP
Physical Wall	90	Burn	0	0	0	0	0	Physical Wall	30	Freeze	0	0	0	0	0	N	3	Y	10	15	10	15	10	15	10	15	85	0	85	0	15	80	15	80	Attack	MDM
Physical Wall	30	Freeze	0	0	0	0	0	Physical Wall	90	Burn	0	0	0	0	0	Y	3	N	85	2	85	2	15	80	15	80	10	80	10	80	10	15	10	15	Swap	Special Attacker
Physical Wall	85	Burn	0	0	0	0	0	Special Attacker	75	Healthy	0	0	0	0	0	N	3	N	40	30	40	30	40	30	40	30	100	0	20	50	25	75	45	50	Swap	Special Sweeper
Physical Wall	85	Burn	0	0	0	0	0	Special Attacker	75	Healthy	0	0	0	0	0	Y	3	N	40	30	40	30	40	30	40	30	100	0	20	50	25	75	45	50	Swap	SDP
Special Attacker	75	Healthy	0	0	0	0	0	Physical Wall	85	Burn	0	0	0	0	0	N	2	Y	100	0	20	65	25	75	45	50	40	45	40	45	40	30	40	30	Attack	MDM
Special Sweeper	95	Healthy	0	0	0	0	0	Special Attacker	70	Healthy	0	0	0	0	0	N	2	N	100	0	100	0	100	0	100	0	45	20	25	40	20	65	100	0	Attack	MDM
Special Attacker	70	Healthy	0	0	0	0	0	Special Sweeper	95	Healthy	0	0	0	0	0	N	2	Y	45	45	25	65	20	65	100	0	100	0	100	0	100	0	100	0	Attack	MDM2
Special Attacker	70	Healthy	0	0	0	0	0	Special Sweeper	95	Healthy	0	0	0	0	0	Y	2	Y	45	45	25	65	20	65	100	0	100	0	100	0	100	0	100	0	Swap	Physical Attacker
Special Sweeper	50	Healthy	0	0	1	0	0	Physical Attacker	40	Healthy	0	0	0	0	0	Y	2	N	100	0	100	0	100	0	100	0	95	0	95	0	45	40	45	40	Swap	SDP
Physical Attacker	40	Healthy	0	0	0	0	0	Special Sweeper	50	Healthy	0	0	1	0	0	N	1	Y	95	0	95	0	45	40	45	40	100	0	100	0	100	0	100	0	Attack	MDM
Physical Wall	100	Healthy	0	0	0	0	0	Special Attacker	100	Healthy	0	0	0	0	0	N	6	N	80	15	80	15	20	75	20	75	40	55	5	90	0	100	15	80	Attack	MDM
Special Attacker	100	Healthy	0	0	0	0	0	Physical Wall	100	Healthy	0	0	0	0	0	N	6	Y	40	55	5	90	0	100	15	80	80	15	80	15	20	75	20	75	Attack	MDM
Special Attacker	100	Healthy	0	0	0	0	0	Physical Wall	100	Healthy	0	0	0	0	0	Y	6	Y	40	55	5	90	0	100	15	80	80	15	80	15	20	75	20	75	Swap	Special Wall
Physical Wall	75	Healthy	0	0	0	0	0	Special Wall	100	Healthy	0	0	0	0	0	N	6	Y	75	20	75	20	20	75	20	75	0	100	0	100	0	100	0	100	Attack	MDM
Special Wall	100	Healthy	0	0	0	0	0	Physical Wall	75	Healthy	0	0	0	0	0	N	6	N	0	75	0	75	0	100	0	100	75	0	75	0	20	75	20	75	Attack	Pure Cripple
Physical Wall	75	Healthy	0	0	0	0	0	Special Wall	25	Healthy	0	0	0	0	0	N	6	Y	75	0	75	0	20	75	20	75	0	25	0	25	0	100	0	100	Attack	MDM
Special Wall	25	Healthy	0	0	0	0	0	Physical Wall	75	Healthy	0	0	0	0	0	Y	6	N	0	75	0	75	0	100	0	100	75	0	75	0	20	75	20	75	Swap	Physical Sweeper
Physical Wall	75	Healthy	0	0	0	0	0	Physical Sweeper	100	Healthy	0	0	0	0	0	N	6	N	95	5	95	5	20	75	20	75	70	25	10	85	20	80	30	65	Attack	MDM
Physical Sweeper	100	Healthy	0	0	0	0	0	Physical Wall	75	Healthy	0	0	0	0	0	N	5	Y	70	2	10	60	20	80	30	65	95	0	95	0	20	75	20	75	Attack	MDM
Physical Wall	75	Healthy	0	0	0	0	0	Physical Sweeper	95	Healthy	0	0	0	0	0	Y	6	N	95	0	95	0	20	75	20	75	70	20	10	80	20	80	30	65	Swap	SDP
Physical Sweeper	95	Healthy	0	0	0	0	0	Physical Wall	75	Healthy	0	0	0	0	0	N	5	Y	70	2	10	60	20	80	30	65	95	0	95	0	20	75	20	75	Attack	MDM
Physical Sweeper	85	Healthy	-1	0	0	0	0	Physical Attacker	100	Healthy	0	0	0	0	0	N	5	Y	25	70	20	75	10	85	20	75	100	0	65	30	35	60	100	0	Attack	MDM
Physical Attacker	55	Healthy	0	0	0	0	0	Physical Sweeper	75	Healthy	-1	0	0	0	0	N	5	N	100	0	65	5	35	60	100	0	25	45	20	50	10	85	20	75	Attack	MDM
Physical Sweeper	75	Healthy	-1	0	0	0	0	Physical Attacker	55	Healthy	0	0	0	0	0	N	5	Y	25	25	20	30	10	85	20	75	100	0	65	0	35	60	100	0	Attack	MDM
Physical Sweeper	75	Healthy	-1	0	0	0	0	Physical Attacker	55	Healthy	0	0	0	0	0	Y	5	Y	25	25	20	30	10	85	20	75	100	0	65	0	35	60	100	0	Swap	Special Attacker
Physical Attacker	15	Healthy	0	0	0	0	0	Special Attacker	85	Healthy	0	0	0	0	0	Y	5	N	100	0	55	30	35	60	100	0	20	60	0	85	5	90	40	55	Swap	SDP
Special Attacker	85	Healthy	0	0	0	0	0	Physical Attacker	15	Healthy	0	0	0	0	0	N	4	Y	20	0	0	10	5	90	40	55	100	0	55	0	35	60	100	0	Attack	MDM
Physical Sweeper	100	Healthy	0	0	0	0	-1	Special Attacker	85	Healthy	0	0	0	0	0	N	4	N	100	0	35	50	25	70	30	65	15	70	0	85	5	90	40	55	Attack	MDM
Special Attacker	85	Healthy	0	0	0	0	0	Physical Sweeper	100	Healthy	0	0	0	0	-1	N	4	Y	15	80	0	100	5	90	40	55	100	0	35	65	25	70	30	65	Attack	MDM
Special Attacker	85	Healthy	0	0	0	0	0	Physical Sweeper	100	Healthy	0	0	0	0	-1	Y	4	Y	15	80	0	100	5	90	40	55	100	0	35	65	25	70	30	65	Swap	Physical Sweeper
Physical Sweeper	35	Healthy	0	0	0	0	-1	Physical Sweeper	75	Healthy	0	0	0	0	0	N	4	Y	30	40	25	45	15	80	100	0	25	45	25	45	25	5	25	5	Attack	Offensive Setup
Physical Sweeper	75	Healthy	0	0	0	0	0	Physical Sweeper	35	Healthy	0	0	0	0	-1	N	3	N	25	5	25	5	25	5	25	5	30	5	25	10	15	80	100	0	Attack	Offensive Setup
Physical Sweeper	35	Healthy	1	1	0	0	-1	Physical Sweeper	75	Healthy	2	0	0	0	0	N	4	Y	45	25	40	35	20	75	100	0	35	35	35	35	35	0	35	0	Attack	MDM
Physical Sweeper	35	Healthy	1	1	0	0	-1	Physical Sweeper	75	Healthy	2	0	0	0	0	Y	4	Y	45	25	40	35	20	75	100	0	35	35	35	35	35	0	35	0	Swap	Special Sweeper
Special Sweeper	100	Healthy	0	0	0	0	-1	Physical Sweeper	35	Healthy	2	0	0	0	0	Y	3	N	100	0	35	0	100	0	100	0	100	0	100	0	70	25	70	25	Swap	SDP
Physical Sweeper	35	Healthy	2	0	0	0	0	Special Sweeper	100	Healthy	0	0	0	0	-1	N	3	Y	100	0	100	0	70	25	70	25	100	0	35	60	100	0	100	0	Attack	MDM
Special Sweeper	100	Healthy	0	0	0	0	-1	Physical Sweeper	35	Healthy	2	0	0	0	0	Y	2	Y	70	0	70	0	40	60	40	60	70	0	70	0	70	25	70	25	Swap	Special Sweeper
Physical Attacker	100	Healthy	0	0	0	0	0	Physical Attacker	100	Healthy	-1	0	0	0	0	N	6	N	85	10	55	40	0	100	30	65	55	40	10	85	2	95	45	50	Attack	MDM
Physical Attacker	100	Healthy	0	0	0	0	0	Physical Attacker	100	Healthy	-1	0	0	0	0	Y	6	N	85	10	55	40	0	100	30	65	55	40	10	85	2	95	45	50	Swap	Special Wall
Physical Attacker	80	Healthy	-1	0	0	0	0	Special Wall	80	Healthy	0	0	0	0	0	N	6	Y	10	70	10	70	10	70	10	70	45	35	35	40	10	85	20	80	Attack	MDM
Physical Attacker	40	Healthy	-1	0	0	0	0	Special Wall	70	Healthy	0	0	0	0	0	N	6	Y	10	60	10	60	10	60	10	60	45	25	35	30	10	85	20	80	Swap	Special Wall
Special Wall	55	Healthy	0	0	0	0	0	Special Wall	75	Healthy	0	0	0	0	0	N	6	N	35	35	10	65	5	95	5	90	15	60	10	60	10	85	20	80	Swap	SRP
Special Wall	80	Healthy	0	0	0	0	0	Special Wall	55	Healthy	0	0	0	0	0	N	6	Y	20	35	10	40	10	90	25	75	5	45	5	45	5	70	5	70	Swap	Special Attacker
Special Wall	60	Healthy	0	0	0	0	0	Special Attacker	100	Healthy	0	0	0	0	0	N	6	N	20	75	20	75	5	70	5	70	75	20	0	100	20	80	25	75	Swap	SDP
Special Attacker	100	Healthy	-1	0	0	0	0	Physical Attacker	100	Healthy	0	0	0	0	0	N	6	N	70	25	0	100	20	80	25	75	100	0	40	55	0	100	40	55	Swap	SDP
Physical Attacker	100	Healthy	0	0	0	0	0	Physical Attacker	100	Healthy	0	0	0	0	0	Y	6	N	70	25	50	45	35	45	50	25	100	0	0	100	35	60	65	30	Swap	Physical Attacker
Physical Attacker	100	Healthy	0	0	0	0	0	Physical Attacker	100	Healthy	0	0	0	0	0	N	6	Y	100	0	0	100	35	60	65	30	70	25	50	45	35	45	50	25	Attack	MDM
Physical Attacker	100	Healthy	0	0	0	0	0	Physical Attacker	35	Healthy	0	0	0	0	0	N	6	N	100	0	65	0	35	60	65	30	60	0	60	0	15	65	15	65	Swap	SRP
Physical Attacker	35	Healthy	0	0	0	0	0	Special Wall	40	Healthy	0	0	0	0	0	N	5	Y	15	25	15	25	15	25	15	25	45	0	35	2	10	50	20	40	Swap	SRP
Special Wall	40	Healthy	0	0	0	0	0	Physical Attacker	35	Healthy	0	0	0	0	0	N	6	N	45	0	35	0	10	50	20	40	15	20	15	20	15	25	15	25	Attack	MDM
Special Wall	50	Healthy	0	0	0	0	0	Special Wall	50	Healthy	0	0	0	0	0	N	5	N	5	40	5	40	5	40	5	40	20	30	10	40	10	90	25	75	Swap	SDP
Special Wall	50	Healthy	0	0	0	0	0	Special Wall	50	Healthy	0	0	0	0	0	N	6	Y	20	30	10	35	10	90	25	75	5	40	5	40	5	40	5	40	Swap	Special Attacker
Special Attacker	85	Healthy	0	0	0	0	0	Special Attacker	90	Healthy	0	0	0	0	0	N	5	Y	90	0	5	85	0	100	100	0	35	55	25	60	0	50	75	0	Swap	SHP
Special Attacker	90	Healthy	0	0	0	0	0	Special Attacker	85	Healthy	0	0	0	0	0	N	6	N	35	50	25	55	0	50	75	0	90	0	5	75	0	100	100	0	Attack	Offensive Cripple
Special Attacker	100	Healthy	0	0	0	0	0	Special Wall	80	Healthy	0	0	0	0	0	N	6	N	25	50	20	55	0	50	75	0	55	20	55	20	10	40	10	40	Swap	Physical Attacker
Physical Attacker	75	Healthy	0	0	0	0	0	Special Wall	60	Healthy	0	0	0	0	0	N	6	Y	25	30	25	30	25	30	25	30	35	20	35	20	10	40	10	40	Attack	MDM
Special Wall	65	Healthy	0	0	0	0	0	Physical Attacker	75	Healthy	0	0	0	0	0	N	5	N	35	35	35	35	10	40	10	40	25	45	25	45	25	40	25	40	Attack	MDM
Physical Attacker	75	Healthy	0	0	0	0	0	Special Wall	65	Healthy	0	0	0	0	0	N	6	Y	25	40	25	40	25	40	25	40	35	25	35	25	10	40	10	40	Attack	MDM
Special Wall	70	Healthy	0	0	0	0	0	Physical Attacker	35	Burn	0	0	0	0	0	N	5	N	35	0	35	0	10	40	10	40	10	20	10	20	10	60	10	60	Attack	MDM
Physical Attacker	35	Burn	0	0	0	0	0	Special Wall	70	Healthy	0	0	0	0	0	N	6	Y	10	60	10	60	10	60	10	60	35	35	35	35	10	40	10	40	Attack	MDM
Physical Attacker	35	Burn	0	0	0	0	0	Special Wall	70	Healthy	0	0	0	0	0	Y	6	Y	10	60	10	60	10	60	10	60	35	35	35	35	10	40	10	40	Swap	Physical Attacker
Special Wall	45	Healthy	0	0	0	0	0	Physical Attacker	75	Healthy	0	0	0	0	0	N	5	N	10	60	10	60	10	40	10	40	65	5	35	35	15	35	100	0	Swap	SDP
Physical Attacker	75	Healthy	0	0	0	0	0	Special Wall	45	Healthy	0	0	0	0	0	N	5	Y	65	0	35	10	15	35	100	0	10	35	10	35	10	40	10	40	Attack	MDM
Special Attacker	35	Healthy	0	0	0	0	0	Physical Attacker	75	Healthy	0	0	0	0	0	N	5	Y	45	25	45	25	20	75	20	75	100	0	30	40	35	10	65	0	Swap	Special Wall
Physical Attacker	75	Healthy	0	0	0	0	0	Special Attacker	35	Healthy	0	0	0	0	0	N	5	N	100	0	30	2	35	10	65	0	45	0	45	0	20	75	20	75	Swap	Special Attacker
Special Wall	90	Healthy	0	0	0	0	0	Special Attacker	100	Healthy	0	0	0	0	0	N	5	N	5	90	5	90	5	90	5	90	95	2	25	70	20	25	25	20	Swap	SRP
Special Attacker	100	Healthy	0	0	0	0	0	Special Wall	90	Healthy	0	0	0	0	0	N	5	Y	95	0	25	60	20	25	25	20	5	80	5	80	5	90	5	90	Attack	Offensive Cripple
Physical Sweeper	100	Healthy	0	0	0	0	0	Physical Attacker	100	Healthy	0	0	0	0	0	N	6	N	65	30	0	100	0	100	0	100	15	80	15	80	15	80	15	80	Attack	MDM
Physical Attacker	2	Healthy	0	0	0	0	0	Physical Sweeper	100	Healthy	0	0	0	0	0	N	6	Y	15	80	15	80	15	80	15	80	65	30	0	100	0	100	0	100	Swap	Physical Sweeper
Physical Sweeper	100	Healthy	0	0	0	0	0	Physical Attacker	2	Healthy	0	0	0	0	0	N	6	N	65	0	0	0	0	100	0	100	15	0	15	0	15	80	15	80	Attack	MDM
Physical Sweeper	100	Healthy	0	0	0	0	0	Physical Sweeper	45	Healthy	0	0	0	0	0	N	6	N	30	15	10	30	0	100	10	85	25	15	0	45	0	100	0	100	Attack	Offensive Setup
Physical Sweeper	45	Healthy	0	0	0	0	0	Physical Sweeper	100	Healthy	0	0	0	0	0	N	6	Y	25	70	0	100	0	100	0	100	30	70	10	85	0	100	10	85	Attack	MDM
Physical Sweeper	45	Healthy	0	0	0	0	0	Physical Sweeper	55	Healthy	2	0	0	0	0	Y	6	Y	25	30	0	55	0	100	0	100	55	0	20	30	0	100	25	70	Swap	Special Wall
Special Wall	85	Healthy	0	0	0	0	0	Physical Sweeper	55	Healthy	2	0	0	0	0	N	5	N	40	15	20	30	10	85	60	35	70	0	10	40	0	100	25	70	Attack	MDM
Special Wall	85	Healthy	0	0	0	0	0	Physical Sweeper	55	Healthy	2	0	0	0	0	Y	5	N	40	15	20	30	10	85	60	35	70	0	10	40	0	100	25	70	Swap	Physical Wall
Physical Sweeper	40	Healthy	2	0	0	0	0	Physical Wall	85	Healthy	0	0	0	0	0	N	6	Y	100	0	40	45	0	100	25	70	10	75	0	85	0	100	0	100	Swap	Physical Sweeper
Physical Wall	85	Healthy	0	0	0	0	0	Physical Sweeper	40	Healthy	2	0	0	0	0	N	5	N	10	30	0	40	0	100	0	100	100	0	40	0	0	100	25	70	Attack	MDM
Physical Sweeper	60	Healthy	0	0	0	0	0	Physical Wall	85	Healthy	0	0	0	0	0	N	6	Y	80	5	60	20	0	100	20	75	5	80	0	85	0	100	0	100	Attack	MDM2
Physical Wall	85	Healthy	0	0	0	0	0	Physical Sweeper	60	Healthy	0	0	0	0	0	N	5	N	5	50	0	60	0	100	0	100	80	0	60	0	0	100	20	75	Swap	Special Wall
Physical Sweeper	60	Healthy	0	0	0	0	0	Special Wall	55	Healthy	0	0	0	0	0	N	6	Y	35	15	30	20	0	100	20	75	25	25	25	25	25	30	25	30	Swap	Physical Sweeper
Special Wall	55	Healthy	0	0	0	0	0	Physical Sweeper	60	Healthy	0	0	0	0	0	N	5	N	25	30	25	30	25	30	25	30	35	20	30	25	0	100	20	75	Swap	SDP
Physical Sweeper	40	Healthy	0	0	0	0	0	Physical Wall	80	Healthy	0	0	0	0	0	N	6	Y	10	65	0	80	5	2	35	0	95	0	65	10	10	85	80	15	Swap	Physical Sweeper
Physical Wall	80	Healthy	0	0	0	0	0	Physical Sweeper	40	Healthy	0	0	0	0	0	N	5	N	95	0	65	0	10	85	80	15	10	25	0	40	5	2	35	0	Attack	Pure Cripple
Physical Sweeper	100	Healthy	0	0	0	0	0	Physical Wall	85	Healthy	0	0	0	0	0	N	6	Y	35	50	25	55	15	85	25	75	50	30	35	50	0	60	75	0	Attack	Offensive Setup
Physical Wall	85	Healthy	0	0	0	0	0	Physical Sweeper	100	Healthy	0	0	0	0	0	N	5	N	50	45	35	60	0	60	75	0	35	60	25	70	15	85	25	75	Swap	SRP
Physical Sweeper	100	Healthy	2	0	0	0	0	Special Wall	100	Healthy	0	0	0	0	0	N	6	Y	45	50	30	65	0	50	50	2	20	75	20	75	5	90	5	90	Attack	MDM
Physical Sweeper	90	Healthy	0	0	0	0	0	Special Wall	55	Healthy	0	0	0	0	0	N	6	Y	25	30	15	40	0	50	25	25	20	30	20	30	5	90	5	90	Swap	SDP
Special Wall	55	Healthy	0	0	0	0	0	Physical Sweeper	90	Healthy	0	0	0	0	0	N	5	N	20	65	20	65	5	90	5	90	25	65	15	75	0	50	25	25	Attack	Recovery
Special Wall	100	Healthy	0	0	0	0	0	Physical Sweeper	60	Healthy	0	0	0	0	0	N	5	N	45	10	45	10	5	90	5	90	90	0	15	40	0	85	20	65	Swap	SDP
Physical Sweeper	60	Healthy	0	0	0	0	0	Physical Wall	90	Healthy	0	0	0	0	0	N	6	Y	20	70	0	90	15	80	90	5	75	15	0	90	10	85	80	15	Swap	SDP
Physical Wall	90	Healthy	0	0	0	0	0	Physical Sweeper	60	Healthy	0	0	0	0	0	N	5	N	75	0	0	60	10	85	80	15	20	35	0	60	15	80	90	5	Attack	Pure Cripple
Special Sweeper	100	Healthy	0	0	0	0	0	Physical Wall	100	Healthy	0	0	0	0	0	N	6	Y	45	50	45	50	5	45	5	45	80	15	10	85	0	60	75	0	Attack	Offensive Setup
Physical Wall	100	Healthy	0	0	0	0	0	Special Sweeper	100	Healthy	0	0	0	0	0	N	5	N	80	15	10	85	0	60	75	0	45	50	45	50	5	45	5	45	Swap	SHP
Special Sweeper	100	Healthy	0	0	3	0	0	Special Wall	100	Healthy	0	0	0	0	0	N	6	Y	95	2	35	60	15	35	20	30	5	90	5	90	5	90	5	90	Attack	MDM
Special Sweeper	100	Healthy	0	0	0	0	0	Special Wall	55	Healthy	0	0	0	0	0	N	6	Y	40	15	15	40	5	45	5	45	5	45	5	45	5	90	5	90	Attack	Offensive Setup
Special Wall	55	Healthy	0	0	0	0	0	Special Sweeper	100	Healthy	0	0	0	0	0	N	5	N	5	90	5	90	5	90	5	90	40	60	15	85	5	45	5	45	Attack	Recovery
Special Sweeper	100	Healthy	0	0	3	0	0	Special Wall	100	Healthy	0	0	0	0	0	N	6	Y	95	2	35	60	15	35	20	30	5	90	5	90	5	90	5	90	Attack	MDM2
Special Sweeper	100	Healthy	0	0	0	0	0	Special Wall	70	Healthy	0	0	0	0	0	N	6	Y	40	30	15	55	5	45	5	45	5	60	5	60	5	90	5	90	Attack	Offensive Setup
Special Wall	70	Healthy	0	0	0	0	0	Special Sweeper	100	Healthy	0	0	0	0	0	N	5	N	5	90	5	90	5	90	5	90	40	60	15	85	5	45	5	45	Attack	Pure Cripple
Special Sweeper	100	Healthy	0	0	3	0	0	Special Wall	75	Healthy	0	0	0	0	0	N	6	Y	95	0	35	40	15	35	20	30	5	65	5	65	5	90	5	90	Attack	MDM
Special Sweeper	100	Healthy	0	0	0	0	0	Special Wall	30	Healthy	0	0	0	0	0	N	6	Y	40	0	15	15	5	45	5	45	5	20	5	20	5	90	5	90	Attack	MDM
Special Wall	30	Healthy	0	0	0	0	0	Special Sweeper	100	Healthy	0	0	0	0	0	N	5	N	5	90	5	90	5	90	5	90	40	60	15	85	5	45	5	45	Attack	Recovery
Special Sweeper	100	Healthy	0	0	0	0	0	Special Wall	65	Healthy	0	0	0	0	0	N	6	Y	40	25	15	50	5	45	5	45	5	55	5	55	5	90	5	90	Attack	Offensive Setup
Special Sweeper	100	Healthy	0	0	0	0	0	Special Wall	75	Healthy	0	0	0	0	0	N	6	Y	40	30	15	55	5	45	5	45	5	65	5	65	5	90	5	90	Attack	MDM2
Special Wall	75	Healthy	0	0	0	0	0	Special Sweeper	100	Healthy	0	0	0	0	0	N	5	N	5	90	5	90	5	90	5	90	40	60	15	85	5	45	5	45	Attack	MDM
Special Sweeper	95	Healthy	0	0	0	0	0	Special Wall	65	Healthy	0	0	0	0	0	N	6	Y	40	25	15	50	5	45	5	45	5	55	5	55	5	85	5	85	Attack	MDM2
Special Wall	65	Healthy	0	0	0	0	0	Special Sweeper	95	Healthy	0	0	0	0	0	N	5	N	5	85	5	85	5	85	5	85	40	55	15	80	5	45	5	45	Attack	MDM
Special Sweeper	90	Burn	0	0	0	0	0	Special Wall	55	Healthy	0	0	0	0	0	N	6	Y	40	15	15	40	5	45	5	45	5	45	5	45	5	80	5	80	Attack	Offensive Setup
Special Sweeper	90	Burn	0	0	0	0	0	Special Wall	60	Healthy	0	0	0	0	0	N	6	Y	40	20	15	45	5	45	5	45	5	50	5	50	5	80	5	80	Attack	Offensive Setup
Special Sweeper	90	Burn	0	0	0	0	0	Special Wall	70	Healthy	0	0	0	0	0	N	6	Y	40	30	15	55	5	45	5	45	5	60	5	60	5	80	5	80	Swap	SDP
Special Wall	70	Healthy	0	0	0	0	0	Special Sweeper	90	Burn	0	0	0	0	0	N	5	N	5	80	5	80	5	80	5	80	40	45	15	70	5	45	5	45	Attack	MDM
Physical Sweeper	10	Healthy	0	0	0	0	0	Special Wall	75	Healthy	0	0	0	0	0	N	6	Y	90	0	15	55	0	95	20	75	45	25	45	25	5	80	5	80	Attack	MDM
Special Wall	75	Healthy	0	0	0	0	0	Physical Sweeper	10	Healthy	0	0	0	0	0	N	5	N	45	0	45	0	5	80	5	80	90	0	15	0	0	95	20	75	Swap	SDP
Physical Sweeper	10	Healthy	0	0	0	0	0	Physical Wall	95	Healthy	0	0	0	0	0	N	6	Y	20	75	0	95	15	55	90	0	75	15	0	95	10	75	80	5	Swap	Physical Sweeper
Physical Wall	95	Healthy	0	0	0	0	0	Physical Sweeper	10	Healthy	0	0	0	0	0	N	5	N	75	0	0	10	10	75	80	5	20	0	0	10	15	55	90	0	Attack	MDM2
Physical Wall	100	Healthy	0	0	0	0	0	Physical Sweeper	90	Paralyze	0	0	0	0	0	N	5	N	50	35	35	50	0	10	75	0	35	50	25	60	15	60	25	50	Swap	SRP
Physical Sweeper	90	Paralyze	0	0	0	0	0	Special Wall	75	Healthy	0	0	0	0	0	N	6	Y	25	50	15	60	0	50	25	25	20	50	20	50	5	80	5	80	Swap	Physical Sweeper
Special Wall	75	Healthy	0	0	0	0	0	Physical Sweeper	90	Paralyze	0	0	0	0	0	N	5	N	20	65	20	65	5	80	5	80	25	65	15	75	0	50	25	25	Attack	MDM
Physical Sweeper	20	Healthy	0	0	0	0	0	Special Wall	75	Healthy	0	0	0	0	0	N	6	Y	55	15	10	60	0	100	10	85	30	45	30	45	5	80	5	80	Attack	MDM
Physical Sweeper	20	Healthy	0	0	0	0	0	Special Wall	75	Healthy	0	0	0	0	0	Y	6	Y	55	15	10	60	0	100	10	85	30	45	30	45	5	80	5	80	Swap	Physical Sweeper
Special Wall	75	Healthy	0	0	0	0	0	Physical Sweeper	20	Healthy	0	0	0	0	0	N	5	N	30	0	30	0	5	80	5	80	55	0	10	5	0	100	10	85	Attack	MDM
Physical Sweeper	10	Healthy	0	0	0	0	0	Special Wall	50	Healthy	0	0	0	0	0	N	5	Y	90	0	15	30	0	100	20	75	45	2	45	2	5	80	5	80	Swap	SRP
Special Wall	50	Healthy	0	0	0	0	0	Physical Sweeper	10	Healthy	0	0	0	0	0	N	5	N	45	0	45	0	5	80	5	80	90	0	15	0	0	100	20	75	Swap	SDP
